airlines
name,country
28-08-2020 17:02:07,31-12-2019 16:35:27,11:45,Paris,Warsaw,Tupolev Tu-154,52
10-11-2018 10:38:12,17-03-2018 04:03:46,11:46,New-York,London,Boeing 747,24
18-05-2019 22:52:01,09-04-2020 21:24:01,20:58,Lviv,Wasinghton,Airbus A340,32
15-12-2018 18:01:55,23-08-2020 02:18:53,3:27,LA,Warsaw,Airbus A380,42
18-03-2021 08:51:22,31-12-2020 13:44:30,18:51,Gdansk,Gdansk,Boeing 777,8
23-07-2019 16:52:36,23-06-2019 07:29:01,1:46,Kyiv,Kyiv,Tupolev Tu-154,76
20-05-2018 02:58:04,05-07-2019 14:12:51,1:42,LA,New-York,Tupolev Tu-154,13
13-05-2018 01:42:59,26-07-2020 05:55:49,15:1,Warsaw,Warsaw,Boeing 777,57
20-02-2021 07:56:29,02-02-2019 02:54:42,23:50,Gdansk,Kyiv,Airbus A380,11
10-05-2020 08:39:23,26-02-2021 16:09:38,19:23,London,Warsaw,Boeing 747,11
16-04-2020 01:45:13,03-02-2019 02:06:08,1:6,Wasinghton,New-York,Tupolev Tu-154,42
02-06-2019 20:28:25,20-12-2019 10:07:04,8:42,London,Lviv,Airbus A380,79
12-01-2018 11:39:16,16-07-2018 09:42:39,23:36,Paris,Kyiv,Boeing 777,2
07-12-2020 14:05:20,08-03-2018 12:35:48,5:18,Warsaw,Gdansk,Airbus A340,80
22-03-2021 14:40:50,19-10-2020 19:49:36,2:51,Wasinghton,Lviv,Airbus A340,50
10-05-2020 17:53:28,12-09-2019 00:23:05,9:15,Lviv,Warsaw,Boeing 747,98
13-08-2020 14:10:35,06-07-2018 00:50:03,17:7,Lviv,London,Tupolev Tu-154,3
27-07-2019 04:38:27,22-11-2019 03:45:14,16:43,LA,Kharkiv,Boeing 777,25
26-03-2019 02:03:49,31-01-2019 09:32:04,8:21,LA,LA,Tupolev Tu-154,12
17-02-2021 04:21:55,24-12-2019 23:38:35,9:6,Wasinghton,London,Airbus A340,94
18-01-2019 03:43:55,13-10-2020 07:36:42,15:9,Warsaw,Wasinghton,Boeing 777,62
07-07-2018 07:27:03,09-11-2020 06:56:27,22:22,Lviv,Wasinghton,Tupolev Tu-154,67
09-02-2021 19:19:20,13-07-2019 08:55:17,3:28,Gdansk,Lviv,Yakovlev Yak-40,33
06-05-2020 11:05:59,28-12-2020 21:42:19,21:53,Lviv,Kharkiv,Airbus A340,59
06-04-2018 04:27:00,06-11-2018 21:06:59,19:53,Wasinghton,Kyiv,Boeing 747,77
19-01-2021 02:49:07,21-09-2018 04:46:29,7:42,Warsaw,Paris,Airbus A340,76
19-01-2018 21:03:47,08-10-2018 16:36:42,23:55,New-York,LA,Airbus A340,89
02-10-2019 08:59:25,05-10-2019 05:06:24,8:44,Paris,New-York,Boeing 777,51
02-12-2019 15:55:27,14-04-2019 22:24:11,0:1,Wasinghton,Kharkiv,Airbus A340,33
09-07-2019 14:16:52,25-06-2020 14:25:22,19:9,Lviv,Wasinghton,Tupolev Tu-154,19
04-04-2019 14:33:12,22-11-2020 23:25:02,13:32,LA,Kyiv,Tupolev Tu-154,29
07-04-2021 09:48:43,16-04-2020 20:41:16,10:21,Paris,London,Airbus A340,9
16-10-2019 15:38:40,17-10-2020 23:47:46,9:24,Lviv,Paris,Yakovlev Yak-40,75
14-08-2018 19:27:10,04-01-2020 08:13:36,8:2,Gdansk,Warsaw,Airbus A340,7
08-01-2019 19:01:41,16-03-2019 22:13:36,7:35,London,London,Tupolev Tu-154,65
02-01-2020 14:56:03,22-10-2020 02:50:18,4:1,Warsaw,London,Tupolev Tu-154,29
06-11-2018 16:40:25,05-04-2021 05:26:00,20:19,LA,LA,Boeing 747,47
11-06-2020 03:09:18,17-02-2020 01:09:43,0:8,LA,Warsaw,Boeing 777,85
21-04-2019 23:11:47,14-06-2020 20:14:06,10:3,Warsaw,London,Boeing 777,43
09-04-2021 18:45:12,18-03-2020 23:34:32,5:13,Warsaw,Warsaw,Tupolev Tu-154,70
05-02-2018 04:57:05,26-04-2020 17:28:01,14:35,London,Gdansk,Airbus A340,32
16-10-2019 19:01:50,05-08-2018 07:03:03,19:13,Lviv,Kyiv,Airbus A340,98
26-06-2018 07:01:40,27-08-2020 04:57:26,19:7,New-York,Wasinghton,Yakovlev Yak-40,44
07-06-2018 19:43:57,21-01-2021 12:43:14,19:43,LA,Paris,Airbus A340,95
20-04-2021 19:16:14,13-11-2018 01:51:25,2:11,Wasinghton,New-York,Airbus A340,81
13-04-2021 05:43:29,09-07-2019 03:08:55,6:22,Kharkiv,London,Boeing 777,51
25-03-2018 11:44:43,10-06-2020 23:58:13,11:45,LA,Wasinghton,Airbus A340,51
28-02-2018 23:54:43,27-08-2018 07:39:36,18:39,Gdansk,Wasinghton,Boeing 747,40
27-12-2018 14:06:32,11-06-2018 11:45:24,12:28,Paris,Gdansk,Yakovlev Yak-40,36
25-10-2020 05:16:45,15-07-2020 06:40:42,7:29,London,New-York,Airbus A380,64
23-03-2019 04:38:58,19-03-2020 01:40:22,20:28,Paris,Gdansk,Tupolev Tu-154,61
01-12-2018 16:31:16,30-09-2018 22:05:26,19:42,Wasinghton,Wasinghton,Airbus A340,74
22-01-2018 06:22:53,08-04-2020 09:28:04,18:29,London,Kyiv,Boeing 777,96
08-08-2018 13:46:52,10-03-2021 11:48:54,2:52,London,Gdansk,Airbus A340,6
04-06-2018 09:42:33,15-12-2020 23:30:12,14:27,Paris,Kyiv,Airbus A340,54
30-05-2019 05:18:19,05-04-2019 10:08:07,6:44,Wasinghton,Kharkiv,Airbus A340,69
11-03-2020 03:43:13,04-12-2018 14:42:51,2:11,Kyiv,Kharkiv,Boeing 747,87
05-12-2018 07:34:25,27-01-2020 19:55:42,23:59,LA,Lviv,Tupolev Tu-154,50
28-07-2019 06:26:44,23-01-2018 11:36:50,1:46,Wasinghton,Kharkiv,Airbus A340,49
11-11-2018 02:09:37,24-06-2019 17:13:31,6:34,LA,Warsaw,Yakovlev Yak-40,95
22-11-2019 09:06:11,31-07-2020 08:04:19,20:47,New-York,Warsaw,Boeing 747,17
31-10-2020 04:09:51,16-11-2018 20:09:12,7:7,LA,New-York,Yakovlev Yak-40,99
15-11-2019 18:11:43,10-08-2018 13:43:39,14:20,Paris,New-York,Airbus A340,80
15-11-2020 11:56:39,31-03-2021 08:06:01,21:44,Gdansk,Paris,Airbus A340,47
17-07-2020 12:10:33,16-10-2018 22:39:02,1:1,Kharkiv,London,Airbus A340,27
30-01-2021 10:34:22,04-05-2019 16:38:59,18:7,Warsaw,Wasinghton,Airbus A340,51
27-03-2019 22:06:09,08-09-2020 02:10:07,6:41,Warsaw,Wasinghton,Boeing 747,60
31-01-2019 15:44:18,26-10-2018 07:54:26,20:20,Paris,Kharkiv,Airbus A340,10
15-07-2019 00:12:46,19-07-2018 06:22:03,15:57,New-York,Kyiv,Airbus A340,16
13-02-2019 09:35:40,29-06-2018 04:54:11,10:42,Wasinghton,Paris,Boeing 777,19
12-09-2020 20:19:45,13-01-2020 00:16:53,9:59,Kyiv,Kyiv,Airbus A340,6
25-05-2018 17:43:46,20-12-2019 06:30:21,11:5,New-York,Lviv,Boeing 777,27
16-11-2018 17:09:51,13-10-2018 23:09:14,14:42,Warsaw,London,Boeing 747,31
16-11-2018 23:38:31,26-09-2018 17:52:11,13:22,Kyiv,New-York,Airbus A340,42
14-06-2020 03:50:06,11-01-2020 08:53:55,13:7,Paris,London,Boeing 747,52
12-09-2018 07:56:19,13-06-2018 15:59:04,12:27,Wasinghton,Gdansk,Boeing 777,95
02-07-2018 06:18:32,08-07-2019 15:28:53,3:24,London,Paris,Boeing 747,90
17-08-2018 10:57:27,22-10-2018 00:31:20,17:48,Lviv,Kyiv,Yakovlev Yak-40,46
29-01-2020 03:36:29,16-07-2018 18:57:40,2:27,Warsaw,Kharkiv,Boeing 747,97
21-06-2020 19:38:01,14-05-2018 21:20:09,8:51,Paris,Warsaw,Yakovlev Yak-40,99
25-05-2019 08:34:07,02-01-2018 12:28:01,10:51,Warsaw,Gdansk,Airbus A340,92
11-03-2021 19:16:30,26-03-2018 04:48:09,13:30,Kharkiv,LA,Tupolev Tu-154,60
18-11-2018 12:08:44,04-07-2018 05:31:39,17:45,Paris,Gdansk,Yakovlev Yak-40,65
10-02-2019 00:45:53,11-11-2020 01:09:56,4:23,Lviv,London,Tupolev Tu-154,78
09-01-2021 06:09:52,01-11-2018 23:22:02,8:18,Paris,New-York,Boeing 747,94
06-12-2020 22:22:19,21-10-2020 09:01:23,4:24,New-York,LA,Airbus A340,23
03-10-2020 23:04:38,06-09-2019 17:40:26,2:55,Lviv,Warsaw,Yakovlev Yak-40,57
31-01-2020 05:44:45,05-11-2020 01:58:11,9:38,Lviv,LA,Airbus A340,73
05-10-2019 13:44:35,06-03-2021 17:41:39,21:25,Warsaw,Lviv,Tupolev Tu-154,18
28-08-2018 07:49:48,28-12-2018 09:37:43,2:39,Paris,Wasinghton,Airbus A340,30
08-01-2021 04:27:46,22-03-2020 19:37:31,16:25,Wasinghton,Warsaw,Airbus A340,47
08-01-2020 05:02:58,19-09-2019 13:29:19,23:37,London,Gdansk,Airbus A340,46
14-09-2018 01:53:21,21-07-2019 08:42:16,1:58,New-York,Warsaw,Tupolev Tu-154,100
12-03-2019 06:32:08,18-10-2020 06:30:34,11:37,New-York,Kyiv,Boeing 747,32
16-08-2019 13:05:29,20-07-2020 14:06:43,21:33,New-York,Paris,Yakovlev Yak-40,92
05-07-2020 09:13:38,02-05-2018 21:29:43,3:33,Paris,London,Airbus A340,52
08-03-2020 15:29:07,08-02-2020 15:58:20,3:30,New-York,Gdansk,Airbus A380,27
02-07-2019 22:21:02,15-04-2018 18:43:07,11:5,Paris,Lviv,Airbus A340,16
01-11-2018 07:35:04,12-05-2018 21:20:30,2:48,Kyiv,Paris,Tupolev Tu-154,20
23-09-2018 03:48:30,09-05-2019 00:28:55,1:44,London,LA,Yakovlev Yak-40,87
21-01-2019 17:34:36,15-11-2018 19:37:49,4:21,Kharkiv,Warsaw,Airbus A380,98
11-09-2020 18:27:29,30-12-2018 00:44:26,1:13,Lviv,Kyiv,Yakovlev Yak-40,68
15-01-2018 00:34:28,27-03-2018 05:48:16,21:49,Lviv,New-York,Airbus A340,62
11-05-2019 14:54:24,23-01-2020 13:48:03,4:6,London,New-York,Airbus A380,79
25-12-2019 19:37:06,09-10-2019 20:33:50,22:32,Gdansk,Kharkiv,Yakovlev Yak-40,85
26-04-2020 12:37:10,09-02-2020 03:50:13,20:36,LA,Kyiv,Airbus A340,79
26-12-2018 14:52:32,10-06-2020 11:06:11,23:39,Lviv,Wasinghton,Yakovlev Yak-40,23
17-06-2019 19:08:14,08-06-2019 13:35:34,19:33,Paris,New-York,Airbus A340,81
15-03-2021 12:02:49,13-10-2019 15:35:40,22:58,London,Kharkiv,Boeing 747,8
22-06-2020 23:40:08,12-04-2018 11:41:12,15:0,London,LA,Tupolev Tu-154,32
21-07-2019 13:26:36,13-10-2018 02:31:02,2:32,Warsaw,Gdansk,Yakovlev Yak-40,78
07-06-2018 08:59:44,23-01-2018 22:05:53,21:30,London,Kyiv,Boeing 747,49
19-05-2018 22:46:14,26-12-2020 00:00:16,12:42,London,New-York,Airbus A380,54
20-08-2020 02:52:52,26-01-2020 10:15:03,13:28,Kyiv,Warsaw,Airbus A340,53
05-12-2019 17:47:46,27-05-2018 10:07:46,16:48,Paris,London,Boeing 747,39
09-09-2019 23:34:03,21-11-2019 08:08:56,13:24,Wasinghton,New-York,Boeing 747,36
18-01-2019 11:07:25,29-06-2020 15:37:29,20:14,Kharkiv,Warsaw,Airbus A340,2
15-01-2018 21:33:37,09-03-2018 12:26:08,20:46,Wasinghton,LA,Airbus A340,61
24-09-2020 09:56:25,03-07-2020 07:26:00,9:36,Warsaw,London,Airbus A340,87
27-04-2019 03:47:14,17-11-2020 22:16:18,6:40,Kyiv,Warsaw,Boeing 777,79
02-12-2018 09:28:14,09-12-2019 10:44:47,23:16,Gdansk,Gdansk,Airbus A340,68
09-10-2019 23:53:30,21-01-2020 04:58:13,17:24,LA,LA,Boeing 747,94
04-04-2020 15:08:21,30-04-2020 11:31:20,0:42,London,London,Boeing 747,65
05-09-2019 07:12:28,27-03-2018 01:42:34,22:34,Gdansk,Wasinghton,Boeing 777,36
14-01-2021 03:09:23,23-10-2018 01:16:00,14:22,LA,Gdansk,Yakovlev Yak-40,29
19-01-2019 01:00:08,17-10-2019 22:21:39,0:20,LA,Gdansk,Yakovlev Yak-40,51
24-07-2019 00:31:15,15-10-2018 05:44:15,15:49,Paris,LA,Airbus A380,14
20-01-2021 12:37:48,20-07-2020 18:07:48,11:22,New-York,Warsaw,Yakovlev Yak-40,58
16-06-2019 04:46:25,26-04-2019 15:43:58,11:50,Warsaw,London,Airbus A380,13
14-10-2019 19:34:32,04-04-2018 15:56:06,18:23,Warsaw,Gdansk,Boeing 747,62
28-06-2018 21:51:53,07-07-2019 12:54:12,16:31,London,Lviv,Boeing 777,41
27-08-2019 10:43:25,03-06-2020 07:35:49,0:28,Gdansk,Lviv,Airbus A340,19
18-09-2020 12:37:23,03-09-2020 07:20:39,1:30,Warsaw,London,Tupolev Tu-154,25
23-08-2019 07:46:53,15-12-2018 05:57:02,0:8,Kyiv,LA,Airbus A340,57
14-02-2019 02:10:52,24-03-2018 14:29:12,5:35,Wasinghton,Warsaw,Yakovlev Yak-40,54
tickets
seat,is_booking,price,class_ticket,flight_id
1,0,166,business,99
39,1,132,first,11
15,1,45,premium economy,48
114,1,415,first,63
5,1,201,business,51
3,0,535,first,91
30,1,319,business,16
132,1,105,first,79
36,0,408,business,82
40,0,358,premium economy,56
125,1,986,first,87
8,1,845,economy,34
17,0,572,economy,69
53,1,895,business,83
18,1,927,first,73
157,0,290,business,54
51,1,299,first,84
19,1,386,business,58
53,0,888,economy,5
117,0,611,business,9
48,1,873,economy,57
12,1,192,premium economy,35
156,1,928,business,68
49,1,92,premium economy,58
166,1,213,economy,85
166,1,747,business,61
2,0,305,economy,79
98,0,890,first,19
152,1,632,first,12
104,0,380,first,64
92,0,339,premium economy,83
159,1,922,first,49
35,1,906,premium economy,72
49,1,510,first,5
27,0,783,first,62
137,1,89,economy,6
147,0,146,premium economy,20
126,0,819,economy,47
146,1,370,first,69
73,0,272,economy,95
137,1,131,first,89
187,1,740,economy,36
101,0,477,premium economy,24
72,1,267,economy,79
179,0,910,premium economy,63
118,1,579,premium economy,43
67,0,496,premium economy,50
44,0,853,first,2
69,1,536,business,39
175,0,704,business,66
57,1,736,premium economy,26
199,0,915,economy,58
155,0,696,premium economy,35
50,1,939,first,100
141,1,314,first,27
68,1,182,first,93
117,0,188,premium economy,16
172,0,674,first,5
137,0,625,economy,31
12,1,613,economy,26
153,0,796,business,27
128,0,79,business,53
136,1,546,first,67
116,0,234,business,59
19,1,790,business,70
9,0,972,business,55
148,0,869,business,32
144,0,824,first,14
103,0,57,premium economy,51
78,0,685,first,10
106,0,872,business,58
177,0,965,economy,42
87,1,863,premium economy,64
157,0,544,economy,56
146,1,56,business,99
98,1,974,economy,16
48,0,637,economy,96
59,1,564,economy,82
1,0,125,first,61
3,1,601,premium economy,5
64,1,555,economy,7
108,1,132,business,26
70,1,262,business,55
145,0,842,premium economy,45
1,0,611,first,86
149,1,316,economy,12
58,1,879,first,5
109,0,243,first,78
139,0,672,economy,33
40,1,853,business,93
16,1,750,economy,49
198,0,492,business,66
10,0,319,economy,51
167,1,971,business,59
39,1,597,economy,24
123,1,730,first,69
124,0,185,premium economy,97
190,1,634,premium economy,51
19,1,317,first,5
180,0,863,economy,52
117,0,441,premium economy,9
139,1,685,premium economy,69
194,0,431,first,97
193,0,707,first,36
42,0,268,business,25
6,0,777,first,17
109,1,46,premium economy,54
165,1,12,first,53
136,0,949,business,96
12,0,519,first,44
198,0,227,business,99
26,1,268,first,13
25,1,895,first,53
144,0,570,business,9
2,0,129,premium economy,69
33,0,25,first,45
168,1,501,premium economy,17
23,1,841,economy,79
118,0,337,business,67
2,0,246,premium economy,1
66,0,478,first,65
103,1,974,economy,52
194,0,136,economy,42
44,0,428,business,60
83,1,171,premium economy,53
124,1,689,economy,53
198,0,39,business,90
125,0,14,economy,84
195,1,326,economy,80
100,0,420,premium economy,61
159,0,133,premium economy,69
27,0,194,economy,62
81,0,490,business,6
88,0,854,economy,7
125,1,524,economy,60
90,0,465,premium economy,99
178,0,368,business,45
188,1,56,first,41
81,1,222,economy,41
144,1,937,first,47
20,1,124,economy,5
175,0,533,economy,85
57,0,850,first,65
68,1,226,economy,60
17,1,839,economy,48
42,1,423,first,18
25,0,996,first,61
12,1,804,business,1
85,0,719,first,46
98,1,241,first,1
121,0,784,premium economy,42
35,0,241,economy,47
125,0,398,economy,10
121,0,990,economy,4
130,0,446,premium economy,100
73,1,963,economy,52
178,0,607,premium economy,2
44,1,644,economy,30
175,0,828,business,93
94,1,843,premium economy,72
90,0,327,first,73
96,1,799,business,98
137,0,687,first,64
78,1,430,first,10
60,1,446,first,99
162,0,24,business,56
171,0,42,business,75
42,0,567,economy,67
45,0,899,first,90
147,0,480,economy,13
153,1,589,economy,21
55,1,581,economy,73
178,0,57,business,1
154,0,756,business,31
108,1,869,first,53
153,0,472,economy,45
37,1,276,first,43
75,1,912,first,54
37,0,361,premium economy,25
164,1,946,economy,66
27,0,185,business,8
158,0,796,first,37
59,1,168,business,13
127,0,234,first,6
110,1,918,premium economy,26
149,1,679,first,65
94,0,192,premium economy,18
170,1,709,premium economy,23
18,1,420,first,22
121,1,128,economy,66
134,0,907,premium economy,30
71,1,296,business,25
109,0,326,economy,51
189,0,189,economy,37
117,0,447,premium economy,32
152,0,54,business,18
1,0,34,premium economy,8
155,0,674,business,60
198,0,451,economy,33
51,1,998,economy,89
149,1,670,premium economy,52
135,0,149,premium economy,44
160,0,985,premium economy,58
33,0,300,business,40
185,0,341,business,80
66,0,523,business,48
167,0,484,economy,64
127,0,420,business,64
169,0,542,premium economy,76
200,1,367,economy,87
62,0,100,business,19
4,0,211,first,38
127,0,424,business,44
56,0,300,economy,36
157,1,995,premium economy,79
44,1,554,first,25
104,0,330,economy,39
194,0,629,premium economy,80
14,1,340,business,4
165,1,229,premium economy,82
169,1,451,economy,36
171,0,245,premium economy,33
110,1,657,premium economy,77
23,1,230,business,66
149,0,829,economy,4
171,0,510,premium economy,2
151,1,191,economy,59
128,0,661,business,91
135,1,115,first,69
41,0,21,economy,73
150,0,292,first,44
9,1,989,business,50
61,1,100,business,13
168,0,994,premium economy,54
131,1,942,economy,36
127,1,140,premium economy,22
197,0,814,business,37
14,1,433,premium economy,54
97,0,470,first,48
147,0,743,economy,8
67,0,848,premium economy,60
43,0,22,premium economy,51
31,0,940,business,39
131,0,947,first,95
110,1,129,premium economy,61
142,1,252,business,76
137,1,312,premium economy,44
187,1,860,premium economy,38
75,0,10,premium economy,19
88,1,974,business,97
153,0,405,business,67
67,0,652,economy,70
33,1,301,business,12
88,0,528,first,44
92,0,92,first,5
143,0,822,premium economy,52
66,1,851,first,91
93,0,734,premium economy,99
67,0,930,premium economy,94
197,0,43,economy,30
40,1,23,premium economy,21
158,1,54,economy,22
100,0,422,business,27
47,0,659,premium economy,44
4,0,19,economy,69
102,0,570,premium economy,72
15,0,183,first,99
15,1,738,economy,88
148,0,235,premium economy,82
69,0,318,business,46
165,1,864,first,3
169,0,798,economy,90
175,0,886,business,75
194,1,24,premium economy,89
184,0,329,first,59
3,0,128,business,69
49,1,58,business,50
170,1,552,premium economy,28
100,1,726,first,98
55,1,697,economy,89
193,0,850,economy,45
26,0,581,economy,19
192,0,354,first,92
32,1,950,premium economy,1
149,0,643,premium economy,48
118,1,702,economy,55
198,1,249,premium economy,78
181,0,364,business,62
47,1,377,premium economy,60
176,1,29,first,19
28,1,398,first,92
75,0,459,business,91
102,0,607,economy,19
172,0,529,business,64
185,1,961,business,35
149,0,718,business,11
147,0,729,business,64
48,0,890,business,74
176,0,341,first,36
50,1,317,business,43
85,1,937,premium economy,63
126,0,844,premium economy,55
162,1,201,premium economy,78
127,0,965,business,74
114,1,321,economy,61
42,1,182,premium economy,89
130,0,897,premium economy,78
156,0,976,premium economy,58
134,1,194,business,28
114,0,766,economy,52
189,1,939,economy,25
95,1,463,premium economy,56
85,0,19,premium economy,96
142,1,977,business,2
189,1,761,economy,33
2,1,776,economy,66
31,1,428,premium economy,73
18,0,812,premium economy,3
120,1,12,premium economy,93
155,1,845,economy,97
33,0,442,premium economy,34
200,1,476,business,79
154,1,751,first,9
25,0,657,business,61
51,0,633,premium economy,78
132,0,201,economy,47
71,1,21,premium economy,97
98,0,42,economy,23
85,0,398,economy,41
92,0,563,economy,41
177,1,523,first,15
27,1,288,premium economy,67
5,0,593,premium economy,53
24,0,360,economy,18
151,1,977,first,32
71,1,623,first,58
40,1,411,premium economy,49
128,0,133,first,98
10,0,155,economy,80
192,1,899,first,34
45,0,973,business,27
30,0,177,business,68
158,1,687,economy,15
179,1,185,premium economy,86
82,1,548,business,79
40,1,401,first,48
94,0,640,first,16
24,1,152,first,72
93,0,998,first,74
114,0,217,first,90
195,1,374,first,47
36,0,426,first,57
32,0,956,first,46
69,0,921,economy,93
66,1,102,business,63
148,0,516,business,50
31,0,547,first,10
94,0,264,premium economy,7
101,1,214,first,56
30,0,565,premium economy,11
156,0,123,business,82
183,0,294,business,27
174,1,356,first,32
138,1,158,economy,29
103,0,860,business,96
87,1,998,premium economy,32
63,0,995,business,14
123,1,861,first,61
81,0,408,premium economy,43
97,1,1000,first,46
72,1,281,first,2
131,1,315,first,17
49,0,752,economy,51
39,0,751,first,5
122,0,964,first,3
158,1,410,premium economy,49
37,1,317,premium economy,33
139,1,520,business,74
41,0,111,premium economy,49
12,1,175,premium economy,86
97,0,880,business,73
190,1,739,first,82
144,0,810,business,95
143,1,603,economy,36
93,0,561,business,100
28,1,571,business,5
150,1,353,first,99
23,0,587,economy,56
12,1,665,economy,27
91,1,315,economy,13
74,0,146,business,38
197,0,164,premium economy,64
54,0,119,premium economy,50
115,0,654,business,96
125,0,232,first,9
200,1,100,first,55
81,0,515,premium economy,19
188,1,224,economy,35
83,1,74,business,84
131,1,452,economy,25
108,0,825,premium economy,75
162,1,183,first,3
90,1,297,business,19
58,1,855,first,70
52,1,486,premium economy,1
145,0,743,business,95
98,1,183,economy,17
63,1,525,premium economy,18
88,1,100,economy,42
44,1,920,premium economy,38
126,1,76,first,100
101,1,57,premium economy,79
108,1,41,premium economy,7
115,1,412,premium economy,26
175,1,81,business,24
60,0,930,business,20
74,0,540,first,77
2,0,849,first,24
140,0,513,business,51
140,0,248,premium economy,98
45,0,749,premium economy,60
51,0,224,first,88
9,0,407,first,26
127,0,84,business,96
101,1,173,business,41
118,0,497,economy,77
200,0,637,premium economy,66
96,0,437,premium economy,98
197,1,451,first,89
20,1,52,economy,69
62,1,972,business,93
136,0,105,first,40
129,0,173,premium economy,5
166,1,401,business,42
86,0,964,premium economy,39
176,1,863,premium economy,43
164,1,588,premium economy,87
77,1,514,first,78
41,1,934,economy,97
165,0,322,business,66
62,0,115,first,98
199,0,246,economy,43
144,1,191,business,94
181,1,419,first,62
11,1,737,economy,35
193,0,153,economy,47
151,1,270,first,81
124,0,405,first,89
194,0,227,first,3
169,1,354,business,38
145,0,865,business,86
1,1,253,economy,75
104,0,287,first,24
176,0,335,business,58
167,0,130,premium economy,1
54,0,221,business,82
183,1,677,first,18
43,0,886,first,63
37,0,365,first,64
184,1,486,premium economy,93
3,1,423,economy,39
131,0,311,first,11
48,0,989,premium economy,11
101,1,937,premium economy,23
20,1,587,economy,75
137,0,992,first,36
70,0,311,business,56
12,1,487,business,14
85,0,690,economy,22
160,1,260,premium economy,25
19,1,768,premium economy,97
63,1,844,first,30
186,0,10,business,1
194,1,764,premium economy,17
142,1,28,first,74
96,1,895,first,4
67,0,752,business,69
3,0,107,premium economy,82
198,0,903,premium economy,44
6,1,593,first,86
3,1,342,business,60
130,1,921,economy,93
113,0,125,premium economy,20
79,1,315,premium economy,53
94,1,957,business,92
61,1,982,business,29
25,1,821,premium economy,83
165,1,177,economy,43
63,0,841,premium economy,99
112,1,204,economy,17
141,0,337,business,52
54,0,939,premium economy,13
60,1,293,premium economy,41
169,0,374,economy,39
92,1,271,economy,99
184,1,165,economy,92
126,0,958,first,73
173,1,41,first,82
118,0,444,economy,58
189,1,547,economy,51
50,0,314,economy,16
118,0,823,premium economy,68
22,0,833,economy,57
158,1,439,first,62
105,0,122,first,98
98,0,13,business,91
190,1,962,business,82
32,0,161,premium economy,3
49,0,49,business,87
82,1,451,business,39
102,0,920,business,41
112,1,619,business,48
13,1,430,economy,54
48,0,329,first,51
151,1,933,first,17
18,1,315,first,91
117,1,197,first,13
102,0,488,premium economy,36
98,0,158,premium economy,77
113,0,52,economy,3
190,0,783,premium economy,44
1,0,729,first,72
13,1,537,premium economy,60
56,0,548,premium economy,83
88,0,320,business,45
49,1,945,first,6
131,1,705,first,67
74,1,528,business,88
135,0,412,business,84
119,0,550,premium economy,67
97,0,17,premium economy,12
40,1,681,economy,21
125,0,572,premium economy,80
38,1,117,business,14
122,0,964,first,49
97,1,833,first,92
6,1,54,economy,18
172,1,636,first,20
9,0,987,premium economy,33
158,1,810,economy,92
52,0,929,business,46
7,1,824,economy,91
194,0,981,business,53
192,0,435,premium economy,95
83,0,83,business,58
44,1,879,business,71
84,1,771,first,39
86,1,954,first,5
42,1,14,economy,36
37,0,373,economy,19
41,0,597,business,10
23,0,407,business,18
109,0,37,premium economy,67
148,1,173,premium economy,89
24,1,132,economy,54
178,1,296,premium economy,40
91,0,497,first,89
135,1,597,business,81
136,1,933,premium economy,10
90,1,557,premium economy,15
127,1,415,premium economy,85
153,1,229,economy,34
76,1,898,economy,82
101,1,610,business,89
65,0,78,premium economy,40
40,0,276,first,39
54,1,273,first,89
8,0,838,business,78
110,0,534,premium economy,17
87,1,810,business,86
159,1,301,business,20
68,0,97,economy,57
92,1,486,first,41
18,0,392,business,12
107,1,649,business,31
171,1,286,first,47
98,0,447,business,62
59,0,366,business,42
69,0,470,economy,49
82,0,460,premium economy,64
181,1,241,business,15
112,0,449,premium economy,56
181,1,998,business,1
32,0,614,business,64
78,0,52,business,33
100,0,904,first,50
153,1,355,premium economy,54
33,0,97,economy,41
1,1,388,first,23
88,1,802,premium economy,76
83,1,525,premium economy,83
62,1,545,business,71
162,1,162,premium economy,8
62,1,771,first,60
140,0,542,business,82
43,1,764,economy,42
170,1,18,economy,8
155,1,993,business,34
106,1,378,premium economy,80
51,1,273,economy,86
74,1,963,economy,80
93,1,388,economy,67
18,1,974,first,57
80,0,989,economy,53
1,1,640,premium economy,41
64,0,881,first,7
147,1,886,premium economy,33
39,0,271,premium economy,4
66,0,189,first,97
33,1,200,first,27
30,0,795,premium economy,70
196,1,880,first,77
89,0,284,first,25
63,0,910,premium economy,6
18,1,162,first,91
83,0,133,premium economy,95
139,1,71,premium economy,19
16,0,705,first,8
98,1,179,first,56
41,1,525,business,86
19,0,97,first,71
166,1,423,economy,1
98,1,975,first,78
24,1,713,business,9
52,1,32,economy,91
99,1,621,first,3
57,0,951,premium economy,66
54,1,227,first,31
19,1,652,first,55
124,1,325,business,27
50,0,215,business,1
176,0,529,premium economy,25
104,0,353,premium economy,43
93,1,146,premium economy,77
169,1,230,economy,90
149,1,770,business,8
163,0,465,first,67
92,0,11,economy,91
149,1,382,premium economy,65
123,0,881,first,61
92,1,235,economy,8
171,0,632,economy,56
167,0,580,economy,77
118,0,210,premium economy,8
30,0,869,business,73
48,0,99,first,97
17,0,107,economy,89
123,0,828,business,97
27,1,687,premium economy,21
34,0,755,first,1
144,0,972,business,61
149,1,27,premium economy,24
38,0,53,premium economy,32
